source_id,title,organization,year,url,access_date,claim_scope
"SRC_CAST_SCI_LIT_2024","2024 survey of civic scientific literacy in China","China Research Institute for Science Popularization; China Association for Science and Technology","2024","https://castjournals.cast.org.cn/joweb/kpyj/CN/1240340550864400698","2026-09-01","Urban-rural and regional civic scientific-literacy rates for adults aged 18-69"
"SRC_NHC_HEALTH_LIT_2025","2025 national health-literacy monitoring results","National Health Commission of the People's Republic of China","2026","https://www.nhc.gov.cn/xcs/c100122/202601/b96a86ec961c46de9036bf85901d84a9.shtml","2026-09-01","National, urban-rural, regional, skills, disease-prevention, and care-domain health-literacy rates from 70,451 valid questionnaires"
"SRC_CNNIC_54_2024","54th Statistical Report on China's Internet Development","China Internet Network Information Center","2024","https://www.cnnic.cn/NMediaFile/2024/0911/MAIN1726017626560DHICKVFSM6.pdf","2026-09-01","Self-reported digital-skill gaps among internet users; categories overlap and exclude non-users"
"SRC_CDPF_DISABILITY_PLAN","14th Five-Year Plan for the Protection and Development of Disabled People","State Council; China Disabled Persons' Federation","2021","https://www.cdpf.org.cn/zwgk/ghjh/af85c8a4edd744159b1a60f659a36d9b.htm","2026-09-01","More-than-85-million lower bound and documented public-service, education, care, and accessibility gaps"
"SRC_CDPF_VISUAL_ESTIMATE","Public information on visual disability in China","China Disabled Persons' Federation","","https://www.cdpf.org.cn/ywpd/xcwh/mtjjxwb/8618673c78c444c4a800dd44672cc7a9.htm","2026-09-01","Approximate 17.31 million visual-disability scale marker"
"SRC_NPPA_READING_ACCESS_2026","Accessible reading resources for people with visual and hearing disabilities","National Press and Publication Administration","2026","https://www.nppa.gov.cn/xxfb/ywdt/202607/t20260709_998348.html","2026-09-01","Approximate hearing-disability count and reported scarcity, slow updating, caption, and sign-language gaps in adapted reading resources"
"SRC_CDPF_STATS_2025","2025 Statistical Communique on the Development of Work for Disabled People","China Disabled Persons' Federation","2026","https://www.cdpf.org.cn/zwgk/zccx/tjgb/a3d72eba115440349dfd19c73104d548.htm","2026-09-01","Certified disabled employment and registered training administrative counts; not interchangeable with population estimates"
"SRC_ACCESSIBILITY_LAW_2023","Law of the People's Republic of China on Building Accessible Environments","National People's Congress of the People's Republic of China","2023","https://hljca.miit.gov.cn/gzcy/zjdc/art/2023/art_41a6f2089a524beebf4895c01ac240d7.html","2026-09-01","Legal requirements and encouraged accessible information formats for publicly funded digital services"
"SRC_GBT_37668_2019","GB/T 37668-2019 Information technology requirements for accessibility of Internet content","State Administration for Market Regulation; Standardization Administration of China","2019","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=35ECC696805C1A67C93B74FB6D0D8EFB","2026-09-01","National accessibility standard record relevant to web educational resources"
"SRC_CNNIC_57_2025","57th Statistical Report on China's Internet Development release","China Internet Network Information Center","2026","https://www3.cnnic.cn/n4/2026/0304/c88-11549.html","2026-09-01","December 2025 internet-user count, penetration, rural penetration, older-adult use, and online-education users; supports explicitly labelled cross-source offline approximations"
"SRC_CNNIC_56_2025","56th Statistical Report on China's Internet Development","China Internet Network Information Center","2025","https://cnnic.cn/NMediaFile/2025/0730/MAIN1753846666507QEK67ZS9DH.pdf","2026-09-01","June 2025 device-use distribution showing mobile as the dominant internet access route"
"SRC_MOE_PLATFORM_TERMINALS_2024","National K-12 platform access by terminal","Ministry of Education of the People's Republic of China","2024","https://hudong.moe.gov.cn/jyb_xwfb/s5147/202405/t20240521_1131711.html","2026-09-01","Mobile-app, browser, desktop-client, and tablet shares of national K-12 platform page views"
"SRC_MOE_PLATFORM_INVENTORY_2025","National Smart Education Public Service Platform inventory and users","Ministry of Education of the People's Republic of China","2025","https://www.moe.gov.cn/fbh/live/2025/77791/mtbd/202512/t20251231_1425330.html","2026-09-01","Resource and course abundance across K-12, vocational, and higher education and total users; abundance is not open licensing or functional access"
"SRC_MOE_PLATFORM_USE_2025","National Smart Education Public Service Platform cumulative-use report","Ministry of Education of the People's Republic of China","2025","https://www.moe.gov.cn/fbh/live/2025/77791/mtbd/202512/t20251231_1425293.html","2026-09-01","Cumulative platform visits; use volume is not evidence of open licensing, accessibility, or self-study completeness"
"SRC_SMARTEDU_TERMS","National Smart Education Platform user agreement","National Smart Education Public Service Platform","","https://api.ykt.cbern.com.cn/zxx/agreement/smartedu/%E7%94%A8%E6%88%B7%E5%8D%8F%E8%AE%AE.html","2026-09-01","Intellectual-property and derivative-use restrictions supporting the distinction between free-to-use and openly licensed reusable material"
"SRC_MIIT_ACCESSIBILITY_2025","Accessibility adaptation progress for commonly used websites and applications","Ministry of Industry and Information Technology of the People's Republic of China","2025","https://www.miit.gov.cn/xwfb/mtbd/wzbd/art/2025/art_4e6399d0f3554c8c955954df189ed918.html","2026-09-01","More than 3,000 website and app adaptations; progress measure, not universal educational-resource conformance"
"SRC_NBS_RD_2025","Interpretation of 2025 R&D workforce and expenditure statistics","National Bureau of Statistics of China","2026","https://www.stats.gov.cn/sj/sjjd/202606/t20260602_1963861.html","2026-09-01","R&D full-time-equivalent person-years and spending; FTE is not a distinct-person population"
"SRC_CAST_STM_OA_2022","Open Access Publishing in China 2022","China Association for Science and Technology; International Association of Scientific, Technical and Medical Publishers","2023","https://sj.cast.org.cn/cms_files/filemanager/583933374/attach/20235/17c3bb51f66b45e5a204402d6cd73026.pdf","2026-09-01","Historical article-level OA classification, researcher survey, APC attitudes, and selected-journal data-policy evidence; not a current national beneficiary count"
"SRC_PLOS_ACAD_ENGLISH_2025","English academic writing needs of Chinese science and engineering academics","PLOS One","2025","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0324760","2026-09-01","Purposive 732-person mainland STEM-academic sample identifying English publication importance, course exposure, and writing challenges; not national prevalence"
