candidate_id,compute_low,compute_base,compute_high,factor_registry_version,formula_version,compute_measure_class,compute_unit,branch_id,canon_id,model_role,flores_code,script_code,evidence_status,benchmark_profile_id,tokenization_measurement_set_sha256,measurement_profile_registry_file_sha256,measurement_profile_set_hash,direct_measurement_row_hash,source_reference_tokens,target_ratio_low,target_ratio_base,target_ratio_high,target_expansion_E_base,target_fragmentation_P_base,target_codepoint_length_L_base,working_token_fragmentation_F_base,fit_low,fit_base,fit_high,fot_low,fot_base,fot_high,frt_low,frt_base,frt_high,terminology_entries_low,terminology_entries_base,terminology_entries_high,weighted_document_object_units_low,weighted_document_object_units_base,weighted_document_object_units_high,audio_program_minutes_low,audio_program_minutes_base,audio_program_minutes_high,caption_cues_low,caption_cues_base,caption_cues_high,signed_program_minutes_low,signed_program_minutes_base,signed_program_minutes_high
STD-MF-ace_Arab-025K-ACCESSIBLE-PUBLICATION,278644.751754,520933.131275,1246333.087426,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,accessible_publication,CANON-025K,primary_measured_feature,ace_Arab,Arab,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,25000,2.376541627,2.586454271,2.752610384,3.772937974,0.685527907,0.845967901,3.057390557,187086.773757,331775.209681,622913.412466,71811.102996,108626.671595,270169.67496,19746.875,80531.25,353250,25,100,300,87.5,416.25,1462.5,,,,,,,,,
STD-MF-ace_Arab-025K-AUDIO,413584.16612,693746.633762,1389370.229666,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,audio,CANON-025K,primary_measured_feature,ace_Arab,Arab,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,25000,2.376541627,2.586454271,2.752610384,3.772937974,0.685527907,0.845967901,3.057390557,304588.855107,453972.923231,720293.931666,78237.602877,129709.964305,301366.46052,30757.708135,110063.746226,367709.83748,25,100,300,87.5,416.25,1462.5,201.831,371.803,653.745,,,,,,
STD-MF-ace_Arab-025K-CAPTIONS,303701.522091,689479.7016,1453224.645026,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,captions,CANON-025K,primary_measured_feature,ace_Arab,Arab,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,25000,2.376541627,2.586454271,2.752610384,3.772937974,0.685527907,0.845967901,3.057390557,199115.158926,384311.566456,694043.931666,79895.009098,167256.77837,353300.19416,24691.354068,137911.356775,405880.5192,25,100,300,87.5,416.25,1462.5,,,,4085,8083,16344,,,
STD-MF-ace_Arab-025K-NAMED-SIGN,392821.833104,754141.058375,1590855.164226,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,named_sign,CANON-025K,primary_measured_feature,ace_Arab,Arab,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,25000,2.376541627,2.586454271,2.752610384,3.772937974,0.685527907,0.845967901,3.057390557,231792.606297,416642.244843,762859.191266,112572.456469,199587.456757,422115.45376,48456.770337,137911.356775,405880.5192,25,100,300,87.5,416.25,1462.5,,,,,,,161.465,446.163,1176.741
STD-MF-ace_Arab-025K-COMPLETE-ACCESS,566768.017807,1171813.631187,2558783.864066,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,complete_access,CANON-025K,primary_measured_feature,ace_Arab,Arab,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,25000,2.376541627,2.586454271,2.752610384,3.772937974,0.685527907,0.845967901,3.057390557,369798.072816,627751.315168,1130870.229666,129567.237451,297394.606242,699942.75852,67402.70754,246667.709776,727970.87588,25,100,300,87.5,416.25,1462.5,201.831,371.803,653.745,4085,8083,16344,161.465,446.163,1176.741
STD-MF-ace_Arab-100K-TEXT,1095979.007014,1981982.525102,4161332.349705,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,text,CANON-100K,primary_measured_feature,ace_Arab,Arab,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,100000,2.376541627,2.586454271,2.752610384,3.772937974,0.685527907,0.845967901,3.057390557,737047.095028,1278600.838723,2225653.649865,283931.911986,410381.686379,862678.69984,75000,293000,1073000,100,400,1200,350,1665,5850,,,,,,,,,
STD-MF-ace_Arab-100K-ACCESSIBLE-PUBLICATION,1114579.007014,2083732.525102,4985332.349705,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,accessible_publication,CANON-100K,primary_measured_feature,ace_Arab,Arab,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,100000,2.376541627,2.586454271,2.752610384,3.772937974,0.685527907,0.845967901,3.057390557,748347.095028,1327100.838723,2491653.649865,287244.411986,434506.686379,1080678.69984,78987.5,322125,1413000,100,400,1200,350,1665,5850,,,,,,,,,
STD-MF-ace_Arab-100K-AUDIO,1654336.664478,2774986.535047,5557480.918665,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,audio,CANON-100K,primary_measured_feature,ace_Arab,Arab,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,100000,2.376541627,2.586454271,2.752610384,3.772937974,0.685527907,0.845967901,3.057390557,1218355.420428,1815891.692923,2881175.726665,312950.41151,518839.857219,1205465.84208,123030.83254,440254.984905,1470839.34992,100,400,1200,350,1665,5850,807.325,1487.211,2614.98,,,,,,
STD-MF-ace_Arab-100K-CAPTIONS,1214806.088364,2757918.806402,5812898.580105,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,captions,CANON-100K,primary_measured_feature,ace_Arab,Arab,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,100000,2.376541627,2.586454271,2.752610384,3.772937974,0.685527907,0.845967901,3.057390557,796460.635703,1537246.265823,2776175.726665,319580.036391,669027.113479,1413200.77664,98765.41627,551645.4271,1623522.0768,100,400,1200,350,1665,5850,,,,16339,32331,65375,,,
STD-MF-ace_Arab-100K-NAMED-SIGN,1571287.332414,3016564.233502,6363420.656905,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,named_sign,CANON-100K,primary_measured_feature,ace_Arab,Arab,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,100000,2.376541627,2.586454271,2.752610384,3.772937974,0.685527907,0.845967901,3.057390557,927170.425188,1666568.979373,3051436.765065,450289.825876,798349.827029,1688461.81504,193827.08135,551645.4271,1623522.0768,100,400,1200,350,1665,5850,,,,,,,645.86,1784.653,4706.964
STD-MF-ace_Arab-100K-COMPLETE-ACCESS,2267072.071228,4687254.524747,10235135.456265,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,complete_access,CANON-100K,primary_measured_feature,ace_Arab,Arab,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,100000,2.376541627,2.586454271,2.752610384,3.772937974,0.685527907,0.845967901,3.057390557,1479192.291263,2511005.260673,4523480.918665,518268.949805,1189578.424969,2799771.03408,269610.83016,986670.839105,2911883.50352,100,400,1200,350,1665,5850,807.325,1487.211,2614.98,16339,32331,65375,645.86,1784.653,4706.964
STD-MF-ace_Arab-400K-TEXT,4383916.028058,7927930.100407,16645329.39882,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,text,CANON-400K,primary_measured_feature,ace_Arab,Arab,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,400000,2.376541627,2.586454271,2.752610384,3.772937974,0.685527907,0.845967901,3.057390557,2948188.380114,5114403.354891,8902614.59946,1135727.647944,1641526.745516,3450714.79936,300000,1172000,4292000,400,1600,4800,1400,6660,23400,,,,,,,,,
STD-MF-ace_Arab-400K-ACCESSIBLE-PUBLICATION,4458316.028058,8334930.100407,19941329.39882,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,accessible_publication,CANON-400K,primary_measured_feature,ace_Arab,Arab,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,400000,2.376541627,2.586454271,2.752610384,3.772937974,0.685527907,0.845967901,3.057390557,2993388.380114,5308403.354891,9966614.59946,1148977.647944,1738026.745516,4322714.79936,315950,1288500,5652000,400,1600,4800,1400,6660,23400,,,,,,,,,
STD-MF-ace_Arab-400K-AUDIO,6617346.657914,11099946.140187,22229923.67466,standard-compute-closed-registry-2026-09-01-v2,standard-fecu-sum/2.0.0,fresh_input_output_reasoning_token_events_v2,fresh_equivalent_token_events,audio,CANON-400K,primary_measured_feature,ace_Arab,Arab,MEASURED_COMMON_BENCHMARK,flores:ace_Arab,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,e9a20b67ac3644d9b1167c06743db42640d622bac284fbfe886c6aedca91b8c1,400000,2.376541627,2.586454271,2.752610384,3.772937974,0.685527907,0.845967901,3.057390557,4873421.681714,7263566.771691,11524702.90666,1251801.64604,2075359.428876,4821863.36832,492123.33016,1761019.93962,5883357.39968,400,1600,4800,1400,6660,23400,3229.301,5948.845,10459.919,,,,,,
