authorization_id,authorization_status,authorization_tier,reason,edition_target_id,canonical_language_target_id,regional_stratum_id,evidence_identity_id,source_lane,source_record_id,evidence_role,measure_class,population_unit,population_low_persons,population_base_persons,population_high_persons,population_bound_type,normalized_population_low_persons,normalized_population_high_persons,population_definition,reference_year,territory,script_or_mode,source_ids,source_urls,source_locators,source_registry_row_hashes,target_binding,population_rankability_status,rank_eligibility_source_label,additivity_class,overlap_group,target_exactness,target_row_sha256,evidence_row_sha256,source_evidence_row_sha256,local_work_exclusion,synthetic_or_model_prior
auth:canonical:canonical:pop:036221d53ad09a48edd1d3e2,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,edition-target:lang:ciw-CA,lang:ciw-CA,,canonical:pop:036221d53ad09a48edd1d3e2,legacy_canonical_population,pop:036221d53ad09a48edd1d3e2,language_population_or_context,speaker_or_reported_ability,persons_2021_language_knowledge,,2040,,POINT,2040,2040,People reporting knowledge of Anishinaabemowin / Chippewa; mother-tongue count 765. Counts randomly rounded.,2021,,,SRC_AMAR_CAN_ALGONQ_2021,https://www150.statcan.gc.ca/n1/pub/41-20-0002/412000022025002-eng.htm,,87059F4EDC74D23ECD58E875C042C0C4F79A898243CB5071FA01A64292112D60,DIRECT_TARGET_ONLY,POINT_DISTRIBUTION,eligible_direct_typed_measure,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,8977256458b1f53d01185c43104aa4b07825aaf068a454149ad1fe0c863e19b2,d6e7cfd0e653bd4478b18a4ea6bc2f204e0801fff2e36932219bae11cabd3fbf,b29fae59e25fb75804e3b27375bfc8abd6eddc7bf2963481d0daada5a9317c9d,true,false
auth:canonical:canonical:pop:04283d29e33f25b5fd2e9344,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:sme,lang:sme,,canonical:pop:04283d29e33f25b5fd2e9344,legacy_canonical_population,pop:04283d29e33f25b5fd2e9344,language_population_or_context,speaker_or_reported_ability,persons_language_users_literature_range,20000,,25000,INTERVAL,20000,25000,Peer-reviewed speaker estimate or range; not harmonized census count.,,,,SRC_AMAR_SAMI_REVIEW_2025,https://www.tandfonline.com/doi/abs/10.1080/14790718.2025.2517902,,F4D03E38615FAB9CF7F463CE64D87FDE5239E3FA39872D6FB4A0A0EA7C60A35E,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:missing_reference_year_partial_identification,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,1008f6bba79f7ef2550a2135a3e1b455c3058cf3ffbd268460fd3b622f4520c2,914ab313cf60e34983c451fcd84eabbfc1cae3e8e9c8d3005786d491eba19ad5,7e6cf0b1b12025f6010fccdfc7f6a482c2c063592d301ea8b2db59320e445a72,true,false
auth:canonical:canonical:pop:048524fec04276d0618e84c3,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:ms-Latn-MY,lang:ms-Latn-MY,,canonical:pop:048524fec04276d0618e84c3,legacy_canonical_population,pop:048524fec04276d0618e84c3,language_population_or_context,ethnicity_or_identity_proxy,persons_ethnicity_proxy_range,17600000,,18500000,INTERVAL,17600000,18500000,Approximate ethnic-Malay planning range from Malaysian population data; not a direct language-use count and smaller than national exposure.,,,,MYS_DOSM_POP,https://open.dosm.gov.my/data-catalogue/population_malaysia,,C5C0B4D958D7247CE47B2C23BE6D823A291F283C2D5EC953F5927A272D7AB88F,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:missing_reference_year_partial_identification,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,44a9df342921373a750c78d718bd5b1822b13f756b3eeb9c85cdf5451cc4c3fc,d511b215fe5e1ff8a716d5ca17ed2393de1545ae7b98e3c36a3e06e9987049e1,c3ceec6c1197b7410a019e90e6a5c36e09e8e4c43b12cbc3ed9afcefda77ad21,true,false
auth:canonical:canonical:pop:04b6889e80d1ae18e50eb6fd,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,edition-target:lang:kem-Latn-TL,lang:kem-Latn-TL,,canonical:pop:04b6889e80d1ae18e50eb6fd,legacy_canonical_population,pop:04b6889e80d1ae18e50eb6fd,language_population_or_context,home_or_first_language,persons_L1,,68995,,POINT,68995,68995,2015 census L1 count reproduced in an open peer-reviewed study.,2015,,,TLS_CENSUS_LANGUAGE_STUDY,https://pmc.ncbi.nlm.nih.gov/articles/PMC9411783/,,085656567BA1C231EA086EA6868221DD26261B344839681F32510E035ABFAFF8,DIRECT_TARGET_ONLY,POINT_DISTRIBUTION,eligible_direct_typed_measure,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,79ec209c5ca93cd9bd27b8865330fbc815f98a79e02683ff5c47269a6714ef9f,24cd126f869b97b2eb269e454bd10c76ccdedafbd7c1e6c527aa87bb4a06ac5a,dacac8decdad404e5497bbd6df0a594f80cca71a460bebfe0320caa7cd552376,true,false
auth:canonical:canonical:pop:05c20aff41345522bcbcdfc4,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:ta-Taml-LK:community:sri-lanka-tamil,lang:ta-Taml-LK:community:sri-lanka-tamil,,canonical:pop:05c20aff41345522bcbcdfc4,legacy_canonical_population,pop:05c20aff41345522bcbcdfc4,language_population_or_context,ethnicity_proxy,persons_ethnicity_proxy,2681627,2681627,2681627,POINT,2681627,2681627,Sri Lanka Tamil ethnicity count; L1 equivalence not enumerated,2024,,,LKA_CENSUS_2024,https://www.statistics.gov.lk/Resource/en/Population/CPH_2024/CPH2024_Final_Eng.pdf,,CFEEBB6BEC92937AFF7B928F66183F32FA2132572B93E14EDEA1A66107F7317E,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:keep_target_unranked,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,59b87852c514ad549472e1ff2357e22e4e8e3c2496988cc4d5e42395ad61b5bd,3ab047bd812a27a00b975f37f338eb54492badd04c8b878aa4882f42eaf9fe81,1ec84c7048d84338400e602eeb9042dfb64885c91572e22e3c3e31fadca87eb4,true,false
auth:canonical:canonical:pop:067a026b2b1f291099c85232,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:hil-Latn-PH,lang:hil-Latn-PH,,canonical:pop:067a026b2b1f291099c85232,legacy_canonical_population,pop:067a026b2b1f291099c85232,language_population_or_context,ethnicity_or_identity_proxy,persons_ethnicity_proxy,,8608191,,POINT,8608191,8608191,"2020 ethnicity proxy; the census also reports 1,933,512 home-language households, not persons.",2020,,,PH_PSA_ETHNICITY_2020,https://psa.gov.ph/content/ethnicity-philippines-2020-census-population-and-housing,,DEF66EBED25408D07A1209B7A7FD63561B0FFA8FB506DE718B1FEDE2A51E9421,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:measure_class_ethnicity_or_identity_proxy,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,3612537f2e891525478b5f478a70f0f9d1627808ca9783e5f393fc121b6a8ebd,2e5e266c5a40a4bcf235d98e08faa628fb89e7c75f864627a95bcfd30b20b260,6e29721e0eef33851ac7c5148896cfa551bbac1fd1830cd60d3b10c445e7bfdf,true,false
auth:canonical:canonical:pop:07dba49c932795d75471c5e8,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:sid-Latn-ET,lang:sid-Latn-ET,,canonical:pop:07dba49c932795d75471c5e8,legacy_canonical_population,pop:07dba49c932795d75471c5e8,language_population_or_context,persons_basis_not_stated,people,,2981471,,POINT,2981471,2981471,2007 Ethiopia mother-tongue count,2007,,,SRC_ESS_CENSUS_2007,https://drs.ess.gov.et/bitstreams/61d74990-69a7-4f11-8e91-9234ca31d94f/download,,E336101AC740BA415A85E4B0CFBAB6ABB68C59FD199867AA2CA8BA3DE8CFE18C,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:measure_class_persons_basis_not_stated,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,380a5c0b200f2603496eae7a78edcefedcb6ed65a1db2fff0fd96b15cdaab3c3,95361e2c77e5e26077aedd15fc6a2f33ced21eafd8073a717c05952bcab20707,7b57f5f4c06444257b5833513e3d59417aedb4bbf0d6f797574c13de2b3ff8a1,true,false
auth:canonical:canonical:pop:07e3cc4eb493772ea61be502,EXCLUDE,none,target identity is unresolved/macro/context,edition-target:lang:unresolved-tag:multilingual-mainland-population-zh-hans-cn-capable-subset-unmeasured:mainland-china-people-offline-in-the,lang:unresolved-tag:multilingual-mainland-population-zh-hans-cn-capable-subset-unmeasured:mainland-china-people-offline-in-the,,canonical:pop:07e3cc4eb493772ea61be502,legacy_canonical_population,pop:07e3cc4eb493772ea61be502,language_population_or_context,offline_population_estimate,persons,,,,NONE,,,Approximate offline population derived from rounded NBS year-end population and CNNIC internet-user count,2025,,,SRC_CNNIC_57_2025,https://www3.cnnic.cn/n4/2026/0304/c88-11549.html,,6846DE0CE35F175279F37B133B5F869B2552B2EEAD4231A4377EC23AAB9BB9D1,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:access_overlay_proxy_or_context,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact_name_identifier_unresolved,350186c9d78d2eabf8cf68c1173090caa6459db55f443db146c97cc6ee421d5a,b17c9e699126a322fc155166edddeeb208e7aa866c935d4a09d5d95ba48f7bb8,bc5f7a38b295f6dab46924a4329aa9fbdf664863dea7aab642fb701a84e71218,true,false
auth:canonical:canonical:pop:08314d40297a9bc50863eb49,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:zh-Hans-CN:written,lang:zh-Hans-CN:written,,canonical:pop:08314d40297a9bc50863eb49,legacy_canonical_population,pop:08314d40297a9bc50863eb49,stage_opportunity,enrolment,persons,,8059000,,POINT,8059000,8059000,Adult undergraduate and associate learners enrolled in 2025,2025,,,SRC_MOE_EDU_2025,https://www.moe.gov.cn/jyb_sjzl/sjzl_fztjgb/202607/t20260706_1442870.html,,B52E80E9543F76C3C5AA1E0D34BB3BACB35E3EE16BE5FF34A767A525F9D11E45,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:measure_class_enrolment,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,a5cf0c92ef2bcbeea0b5126e5a8bd668d096530b439050f944693d6deb68f813,e35fd1e25c3bed6fc9007277d6386148e10119ef49b97777a4c5e0d0270acfd3,b3201a16d5cb19ed808efaffb610af89255b5857efb8cad7d556bb6455880de1,true,false
auth:canonical:canonical:pop:086035c2c540a39c8767d8f5,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:cuk-PA,lang:cuk-PA,,canonical:pop:086035c2c540a39c8767d8f5,legacy_canonical_population,pop:086035c2c540a39c8767d8f5,language_population_or_context,ethnicity_or_identity_proxy,persons_indigenous_identity_proxy,,112319,,POINT,112319,112319,People identifying with the Guna people; not a speaker count.,2023,,,SRC_AMAR_PAN_INEC_2023,https://www.inec.gob.pa/Publicaciones/Default3.aspx?ID_CATEGORIA=19&ID_PUBLICACION=1212&ID_SUBCATEGORIA=71,,B1CA3461103324FF89743DC8CA4190B0148C3D1EEBD47FCF4C8165C635537F2E,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:source_row_unranked,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,a6ab72d3192158ea4d375dbd4cf22f384b611c858227318a24767af4fa7c5dcf,b20f02a4a637d862ecc9f1aca23cc8d291587636376f8946d00d01fcfd3b138b,041f3c8c3315654cc8c1900c1029a1283ac420532080cb013638bc9a9db3d931,true,false
auth:canonical:canonical:pop:098f8cc1eee32013c992f2ab,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:st-Latn-ZA,lang:st-Latn-ZA,,canonical:pop:098f8cc1eee32013c992f2ab,legacy_canonical_population,pop:098f8cc1eee32013c992f2ab,language_population_or_context,percentage_only,percent,,,,NONE,,,Share of South Africa population reporting Sesotho as household language,2022,,,SRC_STATSSA_CENSUS_2022,https://www.statssa.gov.za/wp-content/uploads/2023/11/Mbalo-brief-November.pdf,,2C921374FAF819D65F19AFCE5DC6240B2EC02F68810144321AC8122FBC516B87,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:measure_class_percentage_only,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,10a9bc9b0231364f10aabdda370128195b4300f1adac3baf2852eba85ebc1a72,d212ed891fd2f89f4af8306e4e7e461301f1443e820b6eeb6a67c7052ef94655,d68223df96018f4d331437ec6d782ba8aed7323a6edc6c9024d44ca5e3399f06,true,false
auth:canonical:canonical:pop:0ba3c9b0647aa75ce1659d19,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,edition-target:lang:bzj-BZ,lang:bzj-BZ,,canonical:pop:0ba3c9b0647aa75ce1659d19,legacy_canonical_population,pop:0ba3c9b0647aa75ce1659d19,language_population_or_context,percentage_only,percent_population_age4plus_multiple_response_speaking_ability,,,,NONE,,,"Share of population age 4+ reporting ability to speak Belize Kriol; multiple languages allowed, not a mother-tongue share.",2022,,,SRC_AMAR_BLZ_SIB_2022,https://sib.org.bz/wp-content/uploads/CensusKeyFindingsReport_2022.pdf,,C25F78E733837AB5DC21AC91D27FB8E5B0FFE8CE5A770FA60E1418BD7CFD93F4,CONTEXT_NO_INHERITANCE,INSUFFICIENT_PUBLIC_EVIDENCE,context_only:source_row_unranked,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,49228d1cf6432f1ecb1790c6aa9fe48692f6e3c2c3499195a91766bf5d0c5e13,a589f13c8cddbc32bfa2693aa4a9ed2f412e257d93f0ac5500b4c77f235ddc8a,4ebe809dc373bc4c8b4f27b3daa7883e45084b4dcec573a30fd044baec1bf5e9,true,false
auth:canonical:canonical:pop:0ba8b556e1bc941de0d5d9f6,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,edition-target:lang:zun-US,lang:zun-US,,canonical:pop:0ba8b556e1bc941de0d5d9f6,legacy_canonical_population,pop:0ba8b556e1bc941de0d5d9f6,language_population_or_context,home_or_first_language,persons_age5plus_home_language,,8109,,POINT,8109,8109,People age 5+ reporting Zuni at home in the 2017–2021 ACS.,2017-2021,,,SRC_AMAR_US_ACS_2017_2021,https://www.census.gov/library/stories/2025/06/native-american-language-use.html,,581629BCBC088D010C7DEDCFA35BA44C4BEC54C56AC1DD4DCB3E219418069DDB,DIRECT_TARGET_ONLY,POINT_DISTRIBUTION,eligible_direct_typed_measure,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,exact,4f7300edd89f2bda5660b69f073c04be2a1c1886f448fb38daaa8d8c0f23a6f8,735a796a2acc178fe43eec847270300f5164294769b2cfe24e0ba964fdcf9a88,b8de38feb8061532a09be3613ee78c35b839d8cea2dab9c5468bd6d7532301ec,true,false
