edition_target_id,edition_key,edition_role,edition_derivation_class,label,language_tag,script,mode,territory_community,country_iso3,population_low,population_base,population_high,population_point_for_model,population_basis_class,order_lane,population_rank_eligible,primary_order_eligible,primary_order_class,primary_order_exclusion_reason,population_source_id,population_source_url,population_definition,population_reference_year,population_confidence,population_atom_id,population_evidence_count,authorization_id,authorization_ids,authorization_status,authorization_tier,evidence_identity_id,source_lane,source_record_id,evidence_role,target_row_sha256,evidence_row_sha256,source_evidence_row_sha256,source_registry_row_hashes,local_work_exclusion,synthetic_or_model_prior,bounds_source_complete,bounds_were_imputed,population_bound_type,source_population_low_persons,source_population_base_persons,source_population_high_persons,normalized_population_low_persons,normalized_population_high_persons,schooling_language_gap,learning_completion_gap,open_resource_scarcity,academic_lingua_franca_nonoverlap,delivery_gap,accessibility_gap,need_index,need_index_low,need_index_high,intrinsic_need_low,intrinsic_need_model,intrinsic_need_high,standard_compute_p50_fecu,compute_evidence_class,need_evidence_basis,vitality_marginalization_status,dialect_risk_status,production_feasibility_status,model_conditioning_status,registry_row_hash,l_m_need_p05,l_m_need_median,l_m_need_mean,l_m_need_p95,l_m_efficiency_p05,l_m_efficiency_median,l_m_efficiency_mean,l_m_efficiency_p95,draw_count,l_id_possible_rank_best,l_id_possible_rank_worst,l_id_top10_status,l_id_top100_status,l_m_need_rank,l_m_need_top10_probability,l_m_need_top100_probability,l_m_efficiency_rank
edition-target:lang:fia-Latn-EG,lang:fia-Latn-EG,canonical_language_edition,exact,Nobiin,fia-Latn-EG,Latn,written_or_multimodal,Egypt,EGY,0.000000,,16909427.857143,8454713.928571,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:EGY,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.23359222,0.50000000,0.40000000,0.12675800,0.50000000,0.35446457,0.03446457,0.67446457,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,1ef27cbee72d86507955cfee05dcd98320b5d13a06b4dbd3612a5162efa8a9ab,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:fia-Latn-SD,lang:fia-Latn-SD,canonical_language_edition,exact,Nobiin,fia-Latn-SD,Latn,written_or_multimodal,Sudan,SDN,0.000000,,5166214.700000,2583107.350000,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:SDN,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.49799503,0.50000000,0.40000000,0.57700000,0.50000000,0.47037901,0.15037901,0.79037901,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,598b5af21646af32b5daa4a7fc0f6dce1ec1693dc6a8ca5732526d115a6d93f2,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:fil-Latn-PH,lang:fil-Latn-PH,canonical_language_edition,exact,Filipino,fil-Latn-PH,Latn,written_or_multimodal,Philippines / Philippines / national education and public-service reach,PHL,0.000000,,6488164.555556,3244082.277778,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:PHL,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.29084985,0.50000000,0.40000000,0.18968495,0.50000000,0.37472586,0.05472586,0.69472586,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic nonoverlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,96fc4e8d2a603e34696fe9097829a855ee5dff5b2e03de1673abcd2eab8f0aa6,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:fj-Latn-FJ,lang:fj-Latn-FJ,canonical_language_edition,exact,iTaukei,fj-Latn-FJ,Latn,written_or_multimodal,Fiji / relevant language community,FJI,0.000000,,2050000000.000000,1025000000.000000,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,0bb3485ca1f19cccd1b0ec05a279024fabd23b674662c80c8ebdbc984d3e0057,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:fmp-Latn-CM,lang:fmp-Latn-CM,canonical_language_edition,exact,Fe'fe',fmp-Latn-CM,Latn,written_or_multimodal,Cameroon,CMR,0.000000,,630769230.769231,315384615.384615,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,ba88fd595775ab22263d24671524622447c0ef610d4eae46bfa474f0d5c00cd0,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:fo-Latn-FO,lang:fo-Latn-FO,sentinel_exact_edition,exact_sentinel_target,Faroese,fo-Latn-FO,Latn,written_or_multimodal,Faroe Islands,,0.000000,,8200000000.000000,4100000000.000000,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,39bc1222bdd87d820d2e202b222795fc3df86f70e7e95f725c40a292c2708042,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:fon-Latn-BJ,lang:fon-Latn-BJ,canonical_language_edition,exact,Fon,fon-Latn-BJ,Latn,written_or_multimodal,Benin,BEN,0.000000,,1366666666.666667,683333333.333333,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.24900000,0.50000000,0.50000000,0.40282000,0.08282000,0.72282000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""explicit academic-nonoverlap bound"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,cba4d4386c61619ea82c5a13cb302b6fc038d75a769333ce9a284adc71317beb,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:fpe-Latn-GQ,lang:fpe-Latn-GQ,canonical_language_edition,exact,Pichi,fpe-Latn-GQ,Latn,written_or_multimodal,Equatorial Guinea,GNQ,0.000000,,2733333333.333333,1366666666.666667,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,6ca5ca6088356cca9ab74f7a9eab027ab13c306a97b961209856ea8ae4ec18b7,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:fr-Latn-001,lang:fr-Latn-001,canonical_language_edition,exact,French,fr-Latn-001,Latn,written_or_multimodal,Worldwide,,0.000000,,8200000000.000000,4100000000.000000,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,7096381cd5e6f3668526c3a7b8b49d33e475b649fb13799ece1b69fbf1f92007,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:fr-Latn-FR,lang:fr-Latn-FR,sentinel_exact_edition,exact_sentinel_target,French — France,fr-Latn-FR,Latn,written_or_multimodal,France,FRA,0.000000,,22906779.000000,11453389.500000,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:FRA,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.04447935,0.50000000,0.40000000,0.05673092,0.50000000,0.30683820,0.00000000,0.62683820,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,ac78f6b3d76f2ab798d1460bc8fcbc8723f0eb04bb4786eef9b268bc1f9e50e7,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:fsl-FR,lang:fsl-FR,canonical_language_edition,exact,French Sign Language,fsl-FR,Zyyy,signed,Metropolitan France,FRA,0.000000,,22906779.000000,11453389.500000,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:FRA,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.04447935,0.50000000,0.40000000,0.05673092,0.80000000,0.33083820,0.01083820,0.65083820,,,,1562500.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior; signed mode elevated for delivery-model planning"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,fde8ee4be6212cbd4c290bc1c058fa1991ebb7d69456f6c0c600d8d1ee178155,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:fub-Adlm-CM,lang:fub-Adlm-CM,canonical_language_edition,exact,Adamawa Fulfulde,fub-Adlm-CM,Zyyy,written_or_multimodal,CM,CMR,0.000000,,630769230.769231,315384615.384615,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1250000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,c1b5222d9160d8d3b125075987ebe09bd7ca65ee9a8db7f6686d5fae236e5402,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:fub-Adlm-NG,lang:fub-Adlm-NG,canonical_language_edition,exact,Adamawa Fulfulde,fub-Adlm-NG,Zyyy,written_or_multimodal,NG,NGA,0.000000,,7197811.575758,3598905.787879,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:NGA,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.27402306,0.50000000,0.40000000,0.48144300,0.50000000,0.41220663,0.09220663,0.73220663,,,,1250000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,45b8962834410baa50c23a2c5a7c071a3913cf98b02a89e80837d3f5d11d14c0,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:fub-Arab-CM,lang:fub-Arab-CM,canonical_language_edition,exact,Adamawa Fulfulde,fub-Arab-CM,Arab,written_or_multimodal,CM,CMR,0.000000,,630769230.769231,315384615.384615,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1140000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,01f37077b8b88f24f4623c5c09eed2ad7901db50895a4e6258f2cbcee3f163ef,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
edition-target:lang:fub-Arab-NG,lang:fub-Arab-NG,canonical_language_edition,exact,Adamawa Fulfulde,fub-Arab-NG,Arab,written_or_multimodal,NG,NGA,0.000000,,7197811.575758,3598905.787879,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,MODEL_PRIOR_COUNTRY_CEILING,,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:NGA,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.27402306,0.50000000,0.40000000,0.48144300,0.50000000,0.41220663,0.09220663,0.73220663,,,,1140000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,b05b3120ce29736bc8a07a4af88b6164ac3620b4853e9a745fb8d41ad6f4ebd2,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,
